,ID,C_Environment,C_Condition,C_Cycle,C_Trial,C_QuestionNum,C_Question,C_Answer,C_AssignedWait,C_Response,C_QPresent,C_StartRT,C_WaitStart,C_WaitTime,C_TrialLength,C_CycleLength,C_Jitter,C_AverageWait,MC_Correct
377,136,1,2,4,109,903,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",Steamboat Geyser,6.442,S,590.712,8.386,0.531,3.237,12.668,603.390696,1.335406051,9.050517241,NA
378,134,2,2,1,1,431,What English dynasty collapsed in the Wars of the Roses?  ,The Plantagenets,3.601,W,0.087,4.235,0.545,3.616,12.412,602.7506542,1.365358266,3.685903846,0
379,134,2,2,1,2,227,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",The crust and the mantle,2.812,W,13.977,5.303,0.546,2.819,12.675,602.7506542,1.042766298,3.685903846,0
380,134,2,2,1,3,900,Which U.S. state's leading public university is the only one not to be named for the state?  ,New Jersey's Rutgers,69.46,NA,27.765,NA,NA,NA,NA,602.7506542,1.543058815,3.685903846,NA
381,134,2,2,1,4,380,What civil rights leader did Dorothy Parker leave the bulk of her estate to?,Martin Luther King Jr. ,10.872,S,40.418,3.23,0.548,10.852,15.144,602.7506542,3.150963313,3.685903846,NA
382,134,2,2,1,5,221,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",Echinoderms,79.708,S,58.787,4.132,0.549,17.451,22.648,602.7506542,2.531808854,3.685903846,NA
383,134,2,2,1,6,753,What was the only children's story ever published by James Bond creator Ian Fleming? ,Chitty Chitty Bang Bang ,9.192,W,84.042,2.364,0.544,9.198,16.119,602.7506542,3.439874635,3.685903846,1
384,134,2,2,1,7,810,Where did Bob Dylan first play in public? ,"Gaslight Caf_, Greenwich Village",7.133,S,103.665,1.678,0.545,1.246,3.978,602.7506542,3.363610444,3.685903846,NA
385,134,2,2,1,8,812,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,Mars,1.397,W,111.07,3.929,0.55,1.402,9.885,602.7506542,2.955400922,3.685903846,1
386,134,2,2,1,9,67,"Deuteranopia, or Daltonism, is one of the most common varieties of what condition?",Color blindness,30.025,S,123.973,4.506,0.542,1.593,7.154,602.7506542,2.784931245,3.685903846,NA
387,134,2,2,1,10,574,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",Jamaica Bay,8.353,W,134.002,3.431,0.547,8.359,16.353,602.7506542,1.757767394,3.685903846,1
388,134,2,2,1,11,982,Whom did the Daughters of the American Revolution bar from singing at Constitution Hall in 1936?,Marian Anderson,0.355,W,152.17,3.909,0.554,0.36,8.831,602.7506542,2.24686531,3.685903846,0
389,134,2,2,1,12,428,What element must be burned out of pig iron to make steel? ,Carbon,17.391,S,163.302,3.801,0.545,7.023,11.884,602.7506542,1.43322437,3.685903846,NA
390,134,2,2,1,13,72,"Each year, approximately 125 people die of what? ",Choking on food,4.381,W,176.706,3.044,0.549,4.386,11.991,602.7506542,3.905517486,3.685903846,1
391,134,2,2,1,14,661,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,Nutmeg,33.543,S,192.669,2.002,0.555,20.444,23.517,602.7506542,1.11642229,3.685903846,NA
392,134,2,2,1,15,631,"What port, its state's largest city, is nicknamed the Brick City? ","Newark, NJ ",14.156,W,217.389,6.45,0.57,14.161,25.195,602.7506542,1.474153981,3.685903846,1
393,134,2,2,1,16,497,What is an esker? ,A glacial ridge,0.984,W,244.115,1.323,0.548,0.989,6.876,602.7506542,1.213586065,3.685903846,0
394,134,2,2,1,17,203,"One in every 2,000 babies is born with what? ",Teeth,58.634,S,252.272,1.655,0.551,21.552,24.269,602.7506542,3.371721366,3.685903846,NA
395,134,2,2,1,18,654,"What school has the most students over age 25, according to U.S. News & World Report?",University of Phoenix,3.482,W,280.001,1.878,0.546,3.487,9.919,602.7506542,1.158693223,3.685903846,1
396,134,2,2,1,19,352,What Blue Ridge peak in North Carolina is the highest point east of the Mississippi? ,Mount Mitchell,19.556,S,291.133,4.434,0.547,13.14,18.636,602.7506542,3.422511746,3.685903846,NA
397,134,2,2,1,20,882,Which of Henry VIII's wives is buried next to him?  ,Jane Seymour ,0.146,W,313.279,1.288,0.551,0.151,6.007,602.7506542,1.345729774,3.685903846,0
398,134,2,2,1,21,219,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",Air bags,19.556,S,320.7,2.003,0.555,0.484,3.56,602.7506542,1.652569594,3.685903846,NA
399,134,2,2,1,22,187,Ninety percent of the world's true cinnamon comes from what island nation? ,Sri Lanka,4.588,W,325.982,1.673,0.55,4.593,10.82,602.7506542,1.11237307,3.685903846,1
400,134,2,2,1,23,893,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,The Discovery,0.89,W,337.983,2.984,0.543,0.895,8.43,602.7506542,1.927775094,3.685903846,0
401,134,2,2,1,24,220,Songbird is a book about what jazz singer's remarkable posthumous career? ,Eva Cassidy ,25.698,S,348.412,3.258,0.553,6.839,11.165,602.7506542,2.88179594,3.685903846,NA
402,134,2,2,1,25,748,What was the name of the plane Buddy Holly died in?  ,American Pie,17.298,S,362.536,1.639,0.551,1.816,4.513,602.7506542,1.484208921,3.685903846,NA
403,134,2,2,1,26,749,What was the name of William Shakespeare's wife?  ,Anne Hathaway,3.727,K,368.62,0.938,0.532,1.307,3.294,602.7506542,3.929083331,3.685903846,0
404,134,2,2,1,27,714,What unorthodox scientific belief was championed by the Universal Zetetic Society?,A flat Earth,0.619,W,375.924,1.898,0.542,0.623,7.076,602.7506542,1.662815367,3.685903846,0
405,134,2,2,1,28,465,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,An ostrich egg yolk ,25.608,S,384.732,1.714,0.542,0.345,3.109,602.7506542,1.792174669,3.685903846,NA
406,134,2,2,1,29,113,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?",Library of Congress,9.973,S,389.713,1.589,0.55,1.193,3.845,602.7506542,3.79840603,3.685903846,NA
407,134,2,2,1,30,895,Which state has the zip code 12345?,New York,60.144,K,397.419,1.396,0.543,4.072,6.519,602.7506542,1.44270312,3.685903846,1
408,134,2,2,1,31,110,In 1568 the Catholic Church sentenced the entire population of which nation to death as heretics?,The Netherlands,2.119,S,405.458,9.532,0.546,0.389,10.981,602.7506542,1.470151026,3.685903846,NA
409,134,2,2,1,32,542,What is the only type of lizard that has a voice? ,Gecko,6.732,S,417.977,1.269,0.553,2.447,4.781,602.7506542,2.461725917,3.685903846,NA
410,134,2,2,1,33,60,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,Untethered space walk,53.799,S,425.298,1.364,0.541,1.274,3.694,602.7506542,3.684565343,3.685903846,NA
411,134,2,2,1,34,585,What metal was found in Nevada's famed Comstock Lode?  ,Silver,4.354,S,432.736,4.127,0.553,0.422,5.616,602.7506542,1.825741681,3.685903846,NA
412,134,2,2,1,35,88,Harry Truman was the first U.S. president of what religious persuasion? ,Southern Baptist,1.381,S,440.241,2.182,0.542,0.433,3.677,602.7506542,1.134783966,3.685903846,NA
413,134,2,2,1,36,822,Where would you find the popular party resort of Magaluf?   ,Majorca,17.391,S,445.121,1.133,0.555,0.229,2.424,602.7506542,1.418316268,3.685903846,NA
414,134,2,2,1,37,521,What is the most sober school according to The Princeton Review? ,Brigham Young University,7.77,W,449.032,0.606,0.547,7.775,12.944,602.7506542,3.423388562,3.685903846,1
415,134,2,2,1,38,941,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,Ian Thorpe ,0.86,W,465.462,2.776,0.55,0.865,8.197,602.7506542,2.157232406,3.685903846,1
416,134,2,2,1,39,942,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",Eddie Van Halen,23.409,S,475.892,1.034,0.554,0.918,3.041,602.7506542,1.531239051,3.685903846,NA
417,134,2,2,1,40,545,What is the second oldest continuously held American sporting event?  ,Westminster Kennel Club dog show ,33.683,S,480.555,1.795,0.528,2.687,5.516,602.7506542,3.597025541,3.685903846,NA
418,134,2,2,1,41,801,What's the only title shared by Oscar-nominated Best Picture and Oscar-nominated best Documentary feature?,Spellbound,9.645,S,489.748,6.666,0.554,3.573,11.298,602.7506542,3.284551229,3.685903846,NA
419,134,2,2,1,42,306,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,Xanadu ,4.381,S,504.407,2.328,0.547,0.492,3.878,602.7506542,2.276607587,3.685903846,NA
420,134,2,2,1,43,871,What is the only cat that cannot retract its claws? ,Cheetah,0.984,S,510.624,1.878,0.546,0.326,3.259,602.7506542,2.2571626,3.685903846,NA
421,134,2,2,1,44,904,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,Pumpkin,45.824,S,516.207,2.567,0.541,0.466,4.078,602.7506542,3.488498113,3.685903846,NA
422,134,2,2,1,45,778,What's been released five times a year from January 1999 to fall 2008?,State quarters ,64.481,S,523.845,2.969,0.541,5.107,9.125,602.7506542,3.070167937,3.685903846,NA
423,134,2,2,1,46,397,What country borders both of the world's only two nations with square flags? ,Italy ,21.242,S,536.114,5.037,0.546,0.382,6.468,602.7506542,3.820870839,3.685903846,NA
424,134,2,2,1,47,275,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?",Cement,0.627,S,546.477,1.434,0.572,0.468,2.992,602.7506542,1.365009946,3.685903846,NA
425,134,2,2,1,48,556,What islands are home to most of the world's blue-footed boobies? ,The Galapagos Islands ,4.556,K,550.923,1.308,0.548,0.884,3.26,602.7506542,2.478132555,3.685903846,1
426,134,2,2,1,49,948,"Who solves crimes in Bayport, located on Barmet Bay? ",The Hardy Boys ,81.877,S,556.723,4.484,0.547,0.309,5.85,602.7506542,1.702948335,3.685903846,NA
427,134,2,2,1,50,571,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",A wiki,1.968,S,564.344,5.358,0.542,0.258,6.668,602.7506542,1.154137171,3.685903846,NA
428,134,2,2,1,51,814,Where in the body would you find chyme secreted? ,The stomach ,5.592,S,572.233,0.965,0.539,0.444,2.457,602.7506542,1.63728464,3.685903846,NA
429,134,2,2,1,52,38,A umiak is a larger version of what? ,Kayak,24.576,S,576.412,0.483,0.553,0.094,1.637,602.7506542,1.425855732,3.685903846,NA
430,134,2,2,1,53,863,Which European country was the first to produce decaffeinated coffee? ,Germany,0.147,W,579.537,0.493,0.543,0.152,5.205,602.7506542,1.794428766,3.685903846,0
431,134,2,2,1,54,718,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,Radar,3.242,S,586.608,0.895,0.542,0.385,2.339,602.7506542,3.372754915,3.685903846,NA
432,134,2,2,1,55,944,Who provided the voice for cartoon character Inspector Gadget? ,Don Adams,20.193,S,592.391,0.408,0.545,2.279,3.744,602.7506542,1.699763748,3.685903846,NA
433,134,2,2,1,56,670,What spice is named for the capital of French Guiana? ,Cayenne pepper ,54.135,S,597.907,0.58,0.54,0.476,2.106,602.7506542,2.686792411,3.685903846,NA
434,134,1,2,2,57,855,Which country did the Easter Bunny originate from? ,Germany,6.308,W,0.029,3.801,0.545,6.316,14.683,600.4533121,1.964344966,1.363021053,1
435,134,1,2,2,58,744,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,Cadabra.com ,2.893,W,16.776,3.075,0.552,2.899,10.537,600.4533121,2.518936492,1.363021053,1
436,134,1,2,2,59,779,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",Harmonica,18.346,S,29.897,1.05,0.555,0.294,2.408,600.4533121,3.972139076,1.363021053,NA
437,134,1,2,2,60,317,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,Dark Side of the Moon,13.969,W,36.365,1.902,0.539,13.974,20.431,600.4533121,2.344954747,1.363021053,0
438,134,1,2,2,61,852,Which Constitutional Amendment deals with poll taxes? ,Twenty-fourth ,17.972,S,59.197,2.662,0.547,0.548,4.262,600.4533121,1.95117381,1.363021053,NA
439,134,1,2,2,62,433,What EU nation was once led by a president and a prime minister who were identical twins? ,Poland,12.452,S,65.482,0.569,0.55,0.281,1.905,600.4533121,3.753411151,1.363021053,NA
440,134,1,2,2,63,765,What were the first modern Olympic pole vaulters' poles made of? ,Bamboo ,1.106,S,71.214,1.228,0.56,0.295,2.59,600.4533121,2.716888593,1.363021053,NA
441,134,1,2,2,64,289,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",Traffic lights,9.401,S,76.596,0.422,0.547,0.268,1.754,600.4533121,2.617223448,1.363021053,NA
442,134,1,2,2,65,400,"What country launched Europe's first super-high-speed passenger train, in 1981?",France,7.817,S,81.042,2.872,0.554,0.981,4.914,600.4533121,1.788548051,1.363021053,NA
443,134,1,2,2,66,641,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,The World Almanac and Book of Facts,4.86,S,87.812,2.255,0.553,2.246,5.566,600.4533121,3.881804335,1.363021053,NA
444,134,1,2,2,67,698,What element is combined with oxygen to make up the mineral quartz?,Silicon,14.592,S,97.322,0.801,0.553,2.35,4.212,600.4533121,1.52117348,1.363021053,NA
445,134,1,2,2,68,130,"In 2005, Bhutan became the first country to entirely ban what?",Tobacco,16.642,S,103.122,1.321,0.551,2.048,4.429,600.4533121,1.359140319,1.363021053,NA
446,134,1,2,2,69,342,What athlete acted in the movie Old Yeller? ,Chuck Connors,10.256,S,108.989,1.694,0.562,2.829,5.6,600.4533121,1.300091449,1.363021053,NA
447,134,1,2,2,70,264,The Linke Scale is used to measure the blueness of what?,The sky,0.498,S,115.992,3.291,0.553,0.078,4.428,600.4533121,2.203956328,1.363021053,NA
448,134,1,2,2,71,488,"What invisible ""color"" can bees see on flower petals?  ",Bee purple ,13.106,S,122.711,0.916,0.538,0.485,2.456,600.4533121,2.988660609,1.363021053,NA
449,134,1,2,2,72,526,What is the name of the ship that carried Captain Cook to Australia?  ,Endeavour ,17.231,S,128.227,1.248,0.541,0.475,2.774,600.4533121,2.93366969,1.363021053,NA
450,134,1,2,2,73,18,About half of the population of what Pacific island has the surname Christian?,Pitcairn Island,10.256,S,134.027,1.24,0.565,0.186,2.507,600.4533121,2.815156983,1.363021053,NA
451,134,1,2,2,74,284,"The word serendipity comes from Serendip, the Persian name for what island? ",Sri Lanka,15.601,S,139.425,0.913,0.541,0.29,2.256,600.4533121,1.556374778,1.363021053,NA
452,134,1,2,2,75,906,Who beat Robert Scott by a month in his expedition to the South Pole? ,Roald Amundsen ,13.684,S,143.303,0.348,0.555,0.357,1.771,600.4533121,2.988178362,1.363021053,NA
453,134,1,2,2,76,160,"In what nation did the woven-yarn craft of ""God's eyes"" originate? ",Mexico ,1.624,S,148.134,1.317,0.555,0.349,2.724,600.4533121,3.247721965,1.363021053,NA
454,134,1,2,2,77,216,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",Bed ,16.646,S,154.201,2.442,0.533,0.426,3.911,600.4533121,1.95924035,1.363021053,NA
455,134,1,2,2,78,349,"What began as a ligature of the letters ""e"" and ""t""?",Ampersand (&),12.832,S,160.134,1.636,0.553,0.734,3.443,600.4533121,1.520861977,1.363021053,NA
456,134,1,2,2,79,992,"Whose remains were thrown in the Seine River on May 30, 1431? ",Joan of Arc's ,0.226,S,165.165,1.069,0.552,0.055,2.189,600.4533121,2.110113158,1.363021053,NA
457,134,1,2,2,80,504,What is measured in becquerels? ,Radioactivity,10.256,S,169.545,0.706,0.531,0.557,2.307,600.4533121,1.016099098,1.363021053,NA
458,134,1,2,2,81,747,What was the name of the American actress who was first to appear on a postage stamp?  ,Grace Kelly ,16.642,S,172.937,1.441,0.548,1.075,3.577,600.4533121,3.02316194,1.363021053,NA
459,134,1,2,2,82,464,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",Zinfindel,12.229,S,179.64,1.323,0.532,0.267,2.64,600.4533121,3.452519297,1.363021053,NA
460,134,1,2,2,83,260,The Italian government regulates the price of what beverage?,Espresso,9.321,S,185.824,0.546,0.54,0.155,1.754,600.4533121,3.556880199,1.363021053,NA
461,134,1,2,2,84,896,Which tree produces conkers? ,Horse chestnut tree ,0.658,S,191.223,0.579,0.54,0.619,2.256,600.4533121,3.705362478,1.363021053,NA
462,134,1,2,2,85,486,"What invention should have made Ts'ai Lun, a second-century inventor, a household name? ",Paper,3.314,S,197.257,0.354,0.549,0.331,1.738,600.4533121,1.447257159,1.363021053,NA
463,134,1,2,2,86,429,What element name is controversial because it was named for its codiscoverer when he was still living in 1994?,Seaborgium ,12.243,S,200.516,1.911,0.546,0.285,3.259,600.4533121,1.036033553,1.363021053,NA
464,134,1,2,2,87,270,"The pinna is the outer, visible part of what?",The ear,18.439,S,204.895,0.755,0.548,0.491,2.306,600.4533121,3.810080818,1.363021053,NA
465,134,1,2,2,88,768,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",The old-fashioned,8.885,W,211.096,3.426,0.552,8.89,16.871,600.4533121,2.97068675,1.363021053,1
466,134,1,2,2,89,117,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",Smoke,3.565,W,231.003,1.768,0.555,3.57,9.902,600.4533121,1.539494939,1.363021053,1
467,134,1,2,2,90,158,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",Stratosphere,5.647,S,242.503,0.74,0.547,0.269,2.072,600.4533121,1.349664724,1.363021053,NA
468,134,1,2,2,91,802,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",All in the Family ,13.969,W,245.996,0.583,0.554,13.974,19.127,600.4533121,1.195863505,1.363021053,1
469,134,1,2,2,92,853,Which Constitutional Amendment deals with income tax? ,Sixteenth,19.583,S,266.387,0.807,0.546,0.293,2.155,600.4533121,1.199899429,1.363021053,NA
470,134,1,2,2,93,298,"Until 1790, what was known as Jenkins Hill? ",Capitol Hill,11.44,S,269.813,0.789,0.548,0.995,2.842,600.4533121,3.671839849,1.363021053,NA
471,134,1,2,2,94,212,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,Cell,8.204,S,276.416,0.395,0.541,0.186,1.638,600.4533121,1.806091695,1.363021053,NA
472,134,1,2,2,95,733,What was the first CD pressed for commerical release in the U.S.?,Bruce Springsteen's Born in the USA ,1.106,S,279.926,0.645,0.559,0.265,1.973,600.4533121,2.632356485,1.363021053,NA
473,134,1,2,2,96,620,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",The budgerigar,18.634,S,284.622,0.46,0.543,0.825,2.34,600.4533121,3.232698209,1.363021053,NA
474,134,1,2,2,97,335,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",The names of the Great Lakes ,12.009,K,290.255,3.588,0.541,6.227,10.865,600.4533121,1.414780795,1.363021053,1
475,134,1,2,2,98,795,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,Canada,9.32,W,302.607,4.148,0.549,9.325,18.042,600.4533121,2.096351236,1.363021053,1
476,134,1,2,2,99,635,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,Odor Eaters ,0.173,W,322.815,1.188,0.55,0.177,5.924,600.4533121,2.781210115,1.363021053,0
477,134,1,2,2,100,578,"What Latin American dictator was called ""Carepina""- ""Pineapple Face""- because of his acne scarred complextion?",Manuel Noriega ,19.05,S,331.59,1.157,0.531,0.3,2.507,600.4533121,1.576923191,1.363021053,NA
478,134,1,2,2,101,461,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,Roulette,2.577,W,335.785,4.058,0.539,2.581,11.189,600.4533121,2.894923352,1.363021053,0
479,134,1,2,2,102,331,What are Quivira and Cibola?  ,Two of the seven cities of gold,7.956,S,349.942,0.389,0.53,0.205,1.638,600.4533121,1.227062585,1.363021053,NA
480,134,1,2,2,103,951,Who was assassinated by Carl Weiss?  ,Huey Long,12.229,S,352.867,1.248,0.541,0.507,2.807,600.4533121,1.594885463,1.363021053,NA
481,134,1,2,2,104,613,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,Mickey Finn,17.591,S,357.346,0.816,0.537,0.126,1.989,600.4533121,2.214628892,1.363021053,NA
482,134,1,2,2,105,484,What instrument was invented to sound like a human singing? ,Violin,12.505,S,361.608,0.514,0.555,0.332,1.906,600.4533121,3.511912356,1.363021053,NA
483,134,1,2,2,106,924,"Who had the last number one hit of the 1950s with his song ""Why""? ",Frankie Avalon ,7.735,S,367.141,0.39,0.529,0.062,1.487,600.4533121,2.237571224,1.363021053,NA
484,134,1,2,2,107,434,What European country is named for the dark-looking Dinaric Alps? ,Montenegro,5.031,S,370.935,0.404,0.549,0.418,1.889,600.4533121,1.471408718,1.363021053,NA
485,134,1,2,2,108,979,"Who's the only character in ""Peter and the Wolf"" represented by a brass instrument?",The wolf (french horn),16.646,S,374.361,0.969,0.552,0.448,2.474,600.4533121,1.500722019,1.363021053,NA
486,134,1,2,2,109,819,Where is the only royal palace in the United States? ,Hawaii,7.956,S,378.423,0.38,0.54,0.46,1.889,600.4533121,1.353457099,1.363021053,NA
487,134,1,2,2,110,87,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,Genetics,0.729,S,381.766,0.317,0.552,0.511,1.888,600.4533121,1.771572582,1.363021053,NA
488,134,1,2,2,111,185,Mohammed Khatami is both a former national librarian and a former president of what nation?,Iran,12.578,S,385.493,0.333,0.552,0.303,1.705,600.4533121,2.568708998,1.363021053,NA
489,134,1,2,2,112,888,Which poisonous snake smells like fresh-cut cucumbers? ,Copperhead snake,17.537,S,389.839,0.548,0.539,0.437,2.039,600.4533121,1.825464343,1.363021053,NA
490,134,1,2,2,113,894,Which species of snake gives birth to its young instead of laying eggs?  ,Anaconda,3.314,S,393.766,0.292,0.544,0.328,1.671,600.4533121,1.394770911,1.363021053,NA
491,134,1,2,2,114,422,What does a screever do on a sidewalk? ,Draw,8.833,S,396.892,0.487,0.55,0.385,1.939,600.4533121,1.656828044,1.363021053,NA
492,134,1,2,2,115,9,"White Christmas playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",The evacuation of Saigon,17.356,S,400.569,0.379,0.54,0.265,1.688,600.4533121,2.181367838,1.363021053,NA
493,134,1,2,2,116,237,"The average male spends 2,965 hours doing what over the course of his lifetime?",Shaving,11.128,S,404.531,0.384,0.552,0.335,1.805,600.4533121,1.72853563,1.363021053,NA
494,134,1,2,2,117,969,Who was the only U.S. president to also hold a patent for an invention?,Abraham Lincoln,2.563,S,408.124,0.366,0.553,0.302,1.737,600.4533121,1.915801395,1.363021053,NA
495,134,1,2,2,118,332,What are the bumps on the tongue that carry the taste buds called? ,Papillae,9.805,S,411.851,0.359,0.543,0.424,1.838,600.4533121,1.438660569,1.363021053,NA
496,134,1,2,2,119,137,"In Europe, but not the U.S., what are measured in ""Paris Points""?",Shoe sizes,13.738,S,415.194,0.432,0.554,0.349,1.855,600.4533121,2.44548441,1.363021053,NA
497,134,1,2,2,120,493,What is a nene?,A Hawaiian goose,17.932,S,419.557,0.39,0.546,0.277,1.722,600.4533121,1.537393114,1.363021053,NA
498,134,1,2,2,121,799,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,General Electric ,12.578,S,422.883,1.296,0.543,0.305,2.658,600.4533121,1.121294909,1.363021053,NA
499,134,1,2,2,122,784,What's the more common name for the retinal scotoma caused by the optic nerve? ,Your blind spot,8.885,S,426.727,0.595,0.541,0.346,1.989,600.4533121,1.98316306,1.363021053,NA
500,134,1,2,2,123,595,What name is given to an eagle's nest?   ,Aerie,1.445,S,430.772,0.366,0.67,0.362,1.905,600.4533121,1.637457543,1.363021053,NA
501,134,1,2,2,124,75,"Europe's only free-range monkeys are the Barbary apes, which live where?",Gibralter,15.531,S,434.382,1.172,0.549,0.306,2.54,600.4533121,3.275908382,1.363021053,NA
502,134,1,2,2,125,192,"Of the world's seven most populous islands, what's the only one not in Asia? ",Great Britain,2.161,S,440.266,0.345,0.541,0.291,1.687,600.4533121,1.445256361,1.363021053,NA
503,134,1,2,2,126,403,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,Prussian Blue ,8.408,W,443.475,2.576,0.55,8.413,15.551,600.4533121,1.89723858,1.363021053,1
504,134,1,2,2,127,557,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,Gabriele Falloppio ,18.77,S,460.992,1.076,0.545,0.101,2.239,600.4533121,2.129956245,1.363021053,NA
505,134,1,2,2,128,336,What area changed hands 72 times during the Civil War? ,Shenandoah Valley,12.333,S,465.421,0.43,0.539,0.404,1.888,600.4533121,1.598946934,1.363021053,NA
506,134,1,2,2,129,411,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,Juvenile deliquent,9.805,S,469.014,0.388,0.548,0.588,2.039,600.4533121,1.967252379,1.363021053,NA
507,134,1,2,2,130,498,What is an osier?,A willow twig ,11.33,S,473.093,0.942,0.546,0.158,2.155,600.4533121,2.394500652,1.363021053,NA
508,134,1,2,2,131,85,Greeks consider which day of the week the unluckiest because it is the day that Constantinople fell in 1453? ,Tuesday,3.64,S,477.756,1.575,0.548,0.268,2.907,600.4533121,2.750717313,1.363021053,NA
509,134,1,2,2,132,602,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,Tuxedo Club ,17.023,S,483.489,3.618,0.544,14.279,18.953,600.4533121,2.282094325,1.363021053,NA
510,134,1,2,2,133,108,Ida May Fuller was the first U.S. citizen to receive a check for what?,Social Security,13.088,S,504.816,1.13,0.541,0.33,2.506,600.4533121,1.44305824,1.363021053,NA
511,134,1,2,2,134,873,What is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,Ohio,6.591,S,508.844,0.982,0.539,0.181,2.206,600.4533121,2.311683559,1.363021053,NA
512,134,1,2,2,135,847,Which cartoonist is famous for creating the popular image of Santa Claus? ,Thomas Nast ,3.475,S,513.424,0.338,0.548,0.34,1.738,600.4533121,1.830442756,1.363021053,NA
513,134,1,2,2,136,24,"According to Thomas Malory, Sir Bedivere's last knightly act was to return what to a lake?",Excalibur,18.698,S,517.101,0.581,0.538,0.077,1.704,600.4533121,1.943988802,1.363021053,NA
514,134,1,2,2,137,449,What fictional island is constantly at war with Blefuscu over the correct way to eat a boiled egg?,Lilliput,9.395,S,520.812,0.559,0.544,0.159,1.771,600.4533121,2.410466528,1.363021053,NA
515,134,1,2,2,138,710,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,Louisiana's,19.434,S,525.057,0.313,0.539,0.02,1.387,600.4533121,3.730061644,1.363021053,NA
516,134,1,2,2,139,84,Gamophobia is the fear of what?,Marriage,12.505,S,530.239,0.42,0.566,0.369,1.872,600.4533121,2.334814625,1.363021053,NA
517,134,1,2,2,140,20,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",Eric the Red,2.161,S,534.534,0.572,0.547,0.548,2.172,600.4533121,1.041340406,1.363021053,NA
518,134,1,2,2,141,14,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,School buses were painted yellow,8.071,S,537.81,0.536,0.55,0.297,1.889,600.4533121,2.003498554,1.363021053,NA
519,134,1,2,2,142,364,"What bulb vegetable is traditionally worn on Saint David's Day, as it is a national symbol of Wales?",The Leek ,0.063,W,541.771,0.343,0.543,0.068,4.971,600.4533121,3.110937615,1.363021053,0
520,134,1,2,2,143,39,"Anciently, what was the job description of a ""hierodule""?",Temple Prostitute,16.034,S,549.928,0.611,0.559,0.248,1.922,600.4533121,2.491750738,1.363021053,NA
521,134,1,2,2,144,300,"Venetian painter Jacopo Robusti was better known by what name, because he was the son of a cloth dyer?",Tintoretto,13.238,S,554.407,0.747,0.54,0.291,2.089,600.4533121,2.071512902,1.363021053,NA
522,134,1,2,2,145,633,What president was shot while walking to California Governor Jerry Brown's office?  ,Gerald Ford ,9.511,S,558.653,0.414,0.539,0.164,1.621,600.4533121,2.295529024,1.363021053,NA
